sale_id,product_category,price_usd,customer_age,customer_loyalty_years,region,sales_channel,season,discount_applied,sale_success
SALE-00762,Sparkling Wine,85.08,42,8,North,Physical Store,Spring,1,1
SALE-00763,Sparkling Wine,27.82,44,14,North,Physical Store,Winter,0,1
SALE-00764,White Wine,29.4,33,13,South,Physical Store,Summer,0,1
SALE-00765,Sparkling Wine,66.1,61,9,North,Online,Spring,0,1
SALE-00766,White Wine,33.15,74,1,West,Physical Store,Spring,1,0
SALE-00767,Red Wine,142.66,74,14,South,Online,Spring,0,1
SALE-00768,Rose Wine,26.6,51,10,North,Physical Store,Spring,1,1
SALE-00769,Red Wine,35.37,71,1,West,Physical Store,Autumn,0,1
SALE-00770,Rose Wine,30.78,56,9,South,Physical Store,Spring,1,1
SALE-00771,Rose Wine,138.85,40,14,East,Physical Store,Summer,0,1
SALE-00772,Sparkling Wine,106.23,68,9,North,Physical Store,Winter,0,0
SALE-00773,Rose Wine,93.67,27,1,South,Physical Store,Autumn,1,0
SALE-00774,White Wine,85.12,59,10,South,Physical Store,Spring,0,1
SALE-00775,Rose Wine,70.09,57,12,North,Online,Autumn,1,0
SALE-00776,Red Wine,139.36,56,11,North,Online,Summer,1,1
SALE-00777,Red Wine,43.36,39,3,South,Physical Store,Winter,0,1
SALE-00778,White Wine,30.94,62,13,North,Online,Summer,0,1
SALE-00779,Red Wine,109.03,43,8,North,Physical Store,Winter,1,1
SALE-00780,White Wine,78.73,46,4,South,Physical Store,Summer,1,1
SALE-00781,Red Wine,137.78,26,10,East,Physical Store,Summer,1,1
SALE-00782,Rose Wine,109.94,45,5,East,Physical Store,Autumn,1,1
SALE-00783,White Wine,123.3,30,10,North,Physical Store,Winter,0,1
SALE-00784,Red Wine,50.7,22,2,South,Physical Store,Autumn,1,1
SALE-00785,Red Wine,49.07,30,4,South,Physical Store,Winter,0,1
SALE-00786,White Wine,121.43,47,13,South,Online,Winter,0,0
SALE-00787,Rose Wine,48.94,68,14,East,Physical Store,Autumn,1,1
SALE-00788,Sparkling Wine,83.9,58,15,West,Physical Store,Summer,1,1
SALE-00789,Sparkling Wine,112.78,48,4,North,Physical Store,Spring,0,0
SALE-00790,Sparkling Wine,126.26,65,13,West,Physical Store,Autumn,0,1
SALE-00791,White Wine,89.11,43,4,South,Physical Store,Winter,1,1
SALE-00792,Rose Wine,78.05,78,2,North,Online,Spring,1,1
SALE-00793,Rose Wine,89.72,25,13,North,Online,Winter,0,0
SALE-00794,Sparkling Wine,111.8,70,6,East,Online,Winter,0,0
SALE-00795,White Wine,126.37,58,5,North,Physical Store,Winter,1,1
SALE-00796,Sparkling Wine,69.41,38,4,East,Physical Store,Autumn,0,0
SALE-00797,Red Wine,134.42,23,2,West,Online,Spring,1,0
SALE-00798,Rose Wine,54.1,33,1,East,Online,Summer,1,1
SALE-00799,Red Wine,98.79,42,0,North,Online,Summer,0,0
SALE-00800,Red Wine,88.49,63,7,West,Physical Store,Spring,0,0
SALE-00801,Rose Wine,67.28,51,8,East,Online,Spring,1,1
SALE-00802,Sparkling Wine,64.26,29,10,West,Online,Winter,1,1
SALE-00803,White Wine,87.62,65,5,South,Online,Autumn,0,0
SALE-00804,Sparkling Wine,48.22,65,8,North,Physical Store,Spring,1,1
SALE-00805,Sparkling Wine,101.47,60,13,South,Online,Winter,1,1
SALE-00806,Red Wine,66.49,68,11,West,Physical Store,Spring,1,1
SALE-00807,Red Wine,26.78,55,6,North,Physical Store,Summer,1,1
SALE-00808,Sparkling Wine,140.41,31,2,East,Physical Store,Spring,1,1
SALE-00809,Sparkling Wine,135.03,29,0,East,Physical Store,Autumn,0,0
SALE-00810,White Wine,41.03,79,4,West,Online,Autumn,1,0
SALE-00811,Rose Wine,69.54,23,4,South,Online,Winter,0,1
SALE-00812,Sparkling Wine,40.01,55,2,North,Physical Store,Autumn,1,0
SALE-00813,Red Wine,41.59,23,3,East,Online,Winter,0,1
SALE-00814,Sparkling Wine,31.09,73,13,West,Online,Spring,0,1
SALE-00815,Sparkling Wine,34.58,43,10,East,Online,Autumn,0,1
SALE-00816,Sparkling Wine,107.29,56,14,West,Physical Store,Autumn,0,0
SALE-00817,Red Wine,51.49,45,7,North,Online,Winter,1,1
SALE-00818,Sparkling Wine,145.6,59,2,North,Online,Spring,1,1
SALE-00819,Red Wine,19.42,27,1,West,Physical Store,Winter,0,1
SALE-00820,Red Wine,18.38,47,2,South,Online,Summer,1,0
SALE-00821,Sparkling Wine,114.95,77,0,South,Physical Store,Summer,1,0
SALE-00822,Red Wine,76.28,78,15,West,Physical Store,Winter,0,1
SALE-00823,White Wine,102.35,39,9,West,Online,Spring,0,1
SALE-00824,Sparkling Wine,135.31,45,9,South,Online,Autumn,0,0
SALE-00825,Sparkling Wine,22.68,40,7,East,Online,Spring,1,1
SALE-00826,Sparkling Wine,131.33,70,1,South,Physical Store,Spring,0,1
SALE-00827,Red Wine,95.57,53,15,North,Physical Store,Autumn,0,0
SALE-00828,Rose Wine,125.99,65,0,West,Physical Store,Winter,1,0
SALE-00829,Sparkling Wine,117.22,71,13,West,Physical Store,Winter,1,1
SALE-00830,Sparkling Wine,86.87,57,13,East,Online,Spring,1,1
SALE-00831,Sparkling Wine,90.76,75,13,West,Online,Winter,0,0
SALE-00832,Red Wine,62.35,48,9,East,Physical Store,Spring,1,1
SALE-00833,Rose Wine,85.08,22,4,West,Online,Spring,0,0
SALE-00834,Rose Wine,77.75,34,2,West,Physical Store,Winter,0,0
SALE-00835,White Wine,59.11,78,6,West,Physical Store,Summer,1,1
SALE-00836,Sparkling Wine,140.81,78,8,East,Physical Store,Autumn,1,1
SALE-00837,White Wine,76.84,65,13,North,Online,Spring,0,1
SALE-00838,Sparkling Wine,117.82,43,9,South,Online,Autumn,1,1
SALE-00839,Red Wine,60.82,29,0,East,Physical Store,Spring,1,1
SALE-00840,Sparkling Wine,139.3,64,0,South,Online,Autumn,1,0
SALE-00841,Sparkling Wine,47.49,61,11,West,Physical Store,Spring,1,1
SALE-00842,White Wine,23.3,69,11,West,Physical Store,Autumn,0,0
SALE-00843,White Wine,104.4,33,8,North,Physical Store,Spring,0,0
SALE-00844,Rose Wine,20.81,58,14,South,Online,Summer,0,1
SALE-00845,Rose Wine,28.22,70,5,East,Physical Store,Winter,1,1
SALE-00846,Red Wine,145.24,62,0,East,Online,Summer,0,0
SALE-00847,White Wine,146.23,54,8,North,Online,Summer,0,0
SALE-00848,Red Wine,133.04,36,3,North,Physical Store,Spring,1,1
SALE-00849,Rose Wine,108.73,41,7,West,Physical Store,Winter,0,1
SALE-00850,Rose Wine,136.29,71,5,East,Online,Summer,1,1
SALE-00851,White Wine,49.04,76,7,North,Online,Winter,1,1
SALE-00852,Red Wine,131.22,53,4,East,Online,Winter,0,0
SALE-00853,Sparkling Wine,115.91,41,0,East,Physical Store,Winter,1,1
SALE-00854,Sparkling Wine,30.88,76,4,South,Online,Summer,1,1
SALE-00855,Rose Wine,107.79,69,10,North,Online,Summer,0,0
SALE-00856,Rose Wine,98.61,47,11,North,Physical Store,Summer,0,1
SALE-00857,White Wine,86.38,56,13,East,Physical Store,Autumn,1,1
SALE-00858,White Wine,43.17,45,3,South,Physical Store,Summer,0,1
SALE-00859,Red Wine,119.8,27,7,North,Online,Spring,1,1
SALE-00860,Red Wine,58.78,51,2,North,Physical Store,Spring,0,0
SALE-00861,White Wine,110.15,42,2,East,Physical Store,Autumn,1,1
SALE-00862,White Wine,84.93,60,3,North,Online,Spring,1,1
SALE-00863,Rose Wine,50.25,53,0,South,Physical Store,Winter,0,0
SALE-00864,Rose Wine,124.85,26,3,West,Online,Autumn,1,1
SALE-00865,Sparkling Wine,134.72,51,14,West,Online,Spring,0,1
SALE-00866,Red Wine,111.4,61,4,South,Physical Store,Winter,1,1
SALE-00867,Red Wine,69.95,42,5,West,Online,Winter,1,1
SALE-00868,Red Wine,65.04,80,15,West,Online,Summer,1,1
SALE-00869,Red Wine,78.4,52,13,East,Physical Store,Spring,0,1
SALE-00870,White Wine,138.56,74,14,South,Online,Winter,0,1
SALE-00871,Rose Wine,29.33,21,8,North,Physical Store,Spring,0,0
SALE-00872,Sparkling Wine,124.53,69,14,West,Physical Store,Autumn,1,0
SALE-00873,Red Wine,140.06,42,6,South,Online,Spring,0,1
SALE-00874,Red Wine,20.23,34,2,North,Online,Spring,0,0
SALE-00875,Sparkling Wine,119.11,36,12,North,Physical Store,Summer,0,0
SALE-00876,White Wine,58.05,39,15,East,Physical Store,Spring,1,1
SALE-00877,Rose Wine,118.98,63,13,West,Physical Store,Winter,0,1
SALE-00878,White Wine,54.45,32,13,East,Physical Store,Autumn,0,0
SALE-00879,Red Wine,31.93,29,2,East,Online,Winter,1,1
SALE-00880,Sparkling Wine,68.33,28,15,West,Online,Autumn,0,1
SALE-00881,Red Wine,37.95,62,7,South,Online,Winter,1,1
SALE-00882,Sparkling Wine,75.11,58,1,East,Physical Store,Summer,0,1
SALE-00883,Red Wine,137.52,28,0,East,Physical Store,Winter,0,1
SALE-00884,White Wine,52.75,24,4,North,Online,Autumn,1,1
SALE-00885,White Wine,93.22,57,2,North,Physical Store,Spring,1,1
SALE-00886,Rose Wine,82.14,64,6,South,Physical Store,Winter,1,1
SALE-00887,Sparkling Wine,131.63,21,8,North,Physical Store,Winter,1,1
SALE-00888,Red Wine,92.4,70,12,North,Physical Store,Winter,1,1
SALE-00889,White Wine,52.49,22,6,North,Physical Store,Spring,0,1
SALE-00890,Rose Wine,122.3,66,11,North,Physical Store,Summer,0,1
SALE-00891,Rose Wine,25.47,58,0,North,Online,Summer,0,0
SALE-00892,Red Wine,88.43,57,10,West,Physical Store,Spring,1,1
SALE-00893,Sparkling Wine,60.87,73,15,North,Physical Store,Autumn,0,1
SALE-00894,White Wine,121.77,80,8,East,Physical Store,Autumn,0,0
SALE-00895,White Wine,77.64,22,11,South,Online,Summer,1,1
SALE-00896,Sparkling Wine,100.36,39,2,South,Online,Spring,0,0
SALE-00897,Sparkling Wine,133.95,50,1,South,Physical Store,Spring,0,1
SALE-00898,Sparkling Wine,53.94,26,4,West,Online,Winter,0,1
SALE-00899,Red Wine,21.72,74,12,North,Physical Store,Winter,1,1
SALE-00900,Red Wine,117.59,80,7,East,Physical Store,Autumn,0,0
SALE-00901,Rose Wine,27.55,58,8,West,Physical Store,Winter,0,1
SALE-00902,Sparkling Wine,24.02,21,14,East,Online,Spring,1,1
SALE-00903,White Wine,51.11,62,14,East,Physical Store,Autumn,0,0
SALE-00904,Sparkling Wine,82.67,31,6,South,Online,Autumn,0,1
SALE-00905,Sparkling Wine,63.0,55,13,East,Online,Summer,1,1
SALE-00906,Sparkling Wine,32.05,45,9,North,Physical Store,Winter,1,1
SALE-00907,White Wine,129.82,36,0,South,Online,Summer,0,0
SALE-00908,Rose Wine,148.29,24,11,East,Physical Store,Summer,0,1
SALE-00909,White Wine,79.92,44,13,South,Physical Store,Spring,1,0
SALE-00910,Red Wine,134.53,54,3,North,Physical Store,Winter,1,1
SALE-00911,Sparkling Wine,122.69,49,0,North,Physical Store,Spring,1,1
SALE-00912,Red Wine,90.2,26,11,South,Physical Store,Autumn,1,1
SALE-00913,Rose Wine,123.95,65,12,South,Online,Winter,1,0
SALE-00914,Rose Wine,15.42,74,2,South,Online,Winter,0,1
SALE-00915,White Wine,100.96,68,3,West,Physical Store,Summer,1,0
SALE-00916,Red Wine,24.79,22,3,West,Online,Spring,1,1
SALE-00917,White Wine,20.89,46,10,North,Online,Winter,1,1
SALE-00918,Rose Wine,90.9,68,12,West,Physical Store,Autumn,1,1
SALE-00919,Sparkling Wine,114.49,57,4,West,Online,Winter,0,0
SALE-00920,White Wine,104.39,23,7,South,Physical Store,Winter,0,0
SALE-00921,Red Wine,140.55,58,1,South,Online,Autumn,0,0
SALE-00922,White Wine,91.63,60,2,West,Physical Store,Spring,0,1
SALE-00923,Rose Wine,90.42,40,10,East,Online,Autumn,1,1
SALE-00924,White Wine,27.37,46,8,North,Online,Summer,0,1
SALE-00925,Sparkling Wine,129.76,80,14,North,Physical Store,Summer,0,0
SALE-00926,Sparkling Wine,128.99,29,15,South,Online,Spring,0,1
SALE-00927,Sparkling Wine,76.32,37,6,South,Physical Store,Winter,0,0
SALE-00928,Rose Wine,122.24,40,0,North,Physical Store,Autumn,1,1
SALE-00929,Rose Wine,147.82,80,8,South,Physical Store,Autumn,0,0
SALE-00930,Red Wine,97.87,77,7,East,Online,Spring,1,1
SALE-00931,Sparkling Wine,99.94,25,5,East,Online,Spring,1,1
SALE-00932,Red Wine,76.01,40,14,East,Physical Store,Spring,1,1
SALE-00933,Rose Wine,139.59,56,7,West,Physical Store,Autumn,0,1
SALE-00934,Red Wine,110.29,29,14,East,Online,Summer,1,1
SALE-00935,Sparkling Wine,55.38,22,8,North,Physical Store,Spring,0,1
SALE-00936,Rose Wine,92.88,59,11,North,Physical Store,Autumn,1,1
SALE-00937,White Wine,78.09,53,0,West,Online,Spring,1,1
SALE-00938,White Wine,63.59,78,5,North,Physical Store,Summer,1,1
SALE-00939,Red Wine,61.85,23,12,East,Physical Store,Winter,1,1
SALE-00940,Sparkling Wine,72.25,65,4,East,Physical Store,Autumn,1,0
SALE-00941,Rose Wine,73.71,23,9,West,Online,Autumn,0,1
SALE-00942,Rose Wine,18.97,25,0,South,Online,Spring,0,0
SALE-00943,White Wine,70.69,25,14,North,Online,Autumn,1,1
SALE-00944,Sparkling Wine,23.27,22,11,South,Physical Store,Summer,1,0
SALE-00945,White Wine,115.39,22,3,East,Online,Winter,1,1
SALE-00946,Sparkling Wine,97.47,76,4,West,Online,Summer,1,1
SALE-00947,Rose Wine,20.05,50,0,West,Physical Store,Summer,1,0
SALE-00948,Rose Wine,113.47,65,0,East,Physical Store,Summer,1,1
SALE-00949,Rose Wine,115.18,80,14,West,Online,Summer,1,1
SALE-00950,Red Wine,41.45,68,14,South,Physical Store,Winter,0,1
SALE-00951,Rose Wine,119.5,63,4,North,Online,Winter,0,1
SALE-00952,White Wine,55.73,42,8,West,Online,Winter,0,0
SALE-00953,Rose Wine,55.41,68,14,North,Physical Store,Summer,0,1
SALE-00954,Sparkling Wine,76.69,57,6,East,Physical Store,Summer,0,1
SALE-00955,Rose Wine,25.56,59,2,East,Physical Store,Spring,0,1
SALE-00956,White Wine,48.07,22,13,South,Online,Summer,1,1
SALE-00957,Red Wine,128.64,58,11,East,Physical Store,Winter,0,0
SALE-00958,Rose Wine,81.04,54,9,North,Physical Store,Spring,1,0
SALE-00959,Sparkling Wine,21.68,49,7,East,Online,Spring,1,1
SALE-00960,White Wine,142.7,22,10,North,Online,Summer,0,1
SALE-00961,Red Wine,117.28,35,5,North,Online,Spring,1,0
SALE-00962,White Wine,125.41,74,12,East,Physical Store,Summer,0,1
SALE-00963,Rose Wine,85.33,44,0,East,Physical Store,Summer,1,1
SALE-00964,Sparkling Wine,120.64,38,8,East,Physical Store,Winter,0,0
SALE-00965,Sparkling Wine,116.81,42,10,West,Physical Store,Spring,1,1
SALE-00966,White Wine,102.7,78,4,North,Physical Store,Autumn,0,0
SALE-00967,Red Wine,54.38,67,8,North,Physical Store,Autumn,0,1
SALE-00968,Red Wine,114.89,33,3,North,Physical Store,Summer,0,1
SALE-00969,Sparkling Wine,34.16,73,5,North,Physical Store,Winter,0,0
SALE-00970,Rose Wine,125.49,30,14,West,Online,Winter,0,0
SALE-00971,Rose Wine,42.78,31,7,West,Online,Spring,0,0
SALE-00972,Rose Wine,26.31,58,4,West,Online,Spring,1,1
SALE-00973,Red Wine,80.19,57,4,North,Online,Spring,0,0
SALE-00974,White Wine,94.45,52,9,North,Physical Store,Spring,0,0
SALE-00975,Rose Wine,81.03,56,11,West,Online,Spring,1,0
SALE-00976,White Wine,88.92,75,6,West,Physical Store,Autumn,0,0
SALE-00977,Rose Wine,76.4,65,13,North,Physical Store,Summer,0,0
SALE-00978,White Wine,115.83,34,1,North,Physical Store,Autumn,0,0
SALE-00979,Sparkling Wine,40.02,72,1,East,Physical Store,Summer,0,1
SALE-00980,White Wine,68.23,59,4,East,Online,Spring,0,0
SALE-00981,White Wine,116.17,73,15,South,Physical Store,Spring,1,0
SALE-00982,Red Wine,107.95,40,0,South,Online,Summer,1,1
SALE-00983,White Wine,68.24,43,2,North,Online,Winter,1,1
SALE-00984,Sparkling Wine,49.99,78,14,South,Online,Spring,1,1
SALE-00985,Red Wine,91.26,52,6,East,Online,Summer,0,0
SALE-00986,Sparkling Wine,96.33,35,15,South,Physical Store,Spring,1,1
SALE-00987,Rose Wine,91.86,79,15,East,Physical Store,Spring,1,1
SALE-00988,White Wine,39.11,27,15,North,Physical Store,Autumn,1,0
SALE-00989,Red Wine,63.32,23,13,South,Online,Autumn,0,1
SALE-00990,White Wine,140.9,73,8,East,Physical Store,Spring,0,0
SALE-00991,Red Wine,112.69,67,7,North,Online,Spring,0,0
SALE-00992,Rose Wine,110.34,39,4,East,Online,Winter,0,0
SALE-00993,Red Wine,44.96,60,10,North,Online,Summer,1,1
SALE-00994,White Wine,79.69,38,7,South,Physical Store,Autumn,0,1
SALE-00995,Rose Wine,92.82,27,1,West,Online,Winter,0,0
SALE-00996,Rose Wine,144.16,43,10,West,Online,Autumn,0,1
SALE-00997,Sparkling Wine,92.26,33,7,East,Online,Summer,1,1
SALE-00998,White Wine,46.11,46,13,East,Physical Store,Winter,0,1
SALE-00999,White Wine,50.37,57,12,East,Online,Spring,0,1
SALE-01000,Red Wine,123.1,39,10,North,Physical Store,Autumn,1,1
SALE-01001,Sparkling Wine,111.65,46,10,South,Online,Spring,0,1
SALE-01002,Sparkling Wine,119.62,30,13,East,Physical Store,Winter,0,0
SALE-01003,Rose Wine,16.63,61,3,East,Physical Store,Winter,1,1
SALE-01004,Rose Wine,15.32,33,11,North,Physical Store,Winter,0,1
SALE-01005,White Wine,42.43,35,8,North,Online,Winter,0,1
SALE-01006,Red Wine,126.03,34,12,North,Physical Store,Summer,0,1
SALE-01007,Sparkling Wine,93.92,52,6,South,Online,Spring,1,1
SALE-01008,Red Wine,33.45,61,15,South,Physical Store,Winter,0,0
SALE-01009,White Wine,147.97,80,13,West,Physical Store,Autumn,1,0
SALE-01010,Sparkling Wine,67.9,30,8,North,Physical Store,Spring,1,1
SALE-01011,Red Wine,30.23,40,0,East,Online,Autumn,0,0
SALE-01012,Rose Wine,45.92,65,15,South,Physical Store,Winter,0,1
SALE-01013,Rose Wine,24.75,60,8,East,Online,Spring,1,1
SALE-01014,Red Wine,63.88,80,7,South,Online,Summer,1,1
SALE-01015,White Wine,88.95,67,0,East,Online,Summer,1,0
SALE-01016,Red Wine,29.07,48,12,North,Online,Autumn,0,0
SALE-01017,Red Wine,50.7,32,0,East,Online,Winter,0,1
SALE-01018,White Wine,77.74,31,8,West,Physical Store,Winter,0,1
SALE-01019,White Wine,129.47,28,5,West,Online,Summer,0,0
SALE-01020,Red Wine,145.61,63,13,South,Online,Winter,1,1
SALE-01021,Rose Wine,72.78,75,1,South,Physical Store,Summer,1,0
SALE-01022,Sparkling Wine,122.61,51,2,East,Online,Winter,1,1
SALE-01023,Rose Wine,46.77,37,13,North,Online,Spring,1,1
SALE-01024,Sparkling Wine,16.89,78,14,East,Online,Summer,0,0
SALE-01025,Red Wine,23.29,22,4,North,Physical Store,Winter,0,0
SALE-01026,Red Wine,88.43,68,15,South,Physical Store,Autumn,1,1
SALE-01027,Rose Wine,44.17,67,15,East,Online,Winter,1,1
SALE-01028,Rose Wine,74.91,66,0,East,Online,Autumn,0,1
SALE-01029,Sparkling Wine,45.87,38,9,West,Physical Store,Winter,0,1
SALE-01030,Red Wine,21.78,39,6,West,Physical Store,Autumn,0,1
SALE-01031,White Wine,63.01,43,8,North,Online,Autumn,1,0
SALE-01032,Rose Wine,131.75,22,10,East,Online,Spring,1,1
SALE-01033,White Wine,28.05,42,10,West,Online,Autumn,0,1
SALE-01034,White Wine,114.6,70,13,South,Online,Autumn,1,0
SALE-01035,White Wine,121.62,38,7,East,Online,Winter,1,1
SALE-01036,Sparkling Wine,82.7,26,1,East,Physical Store,Summer,0,1
SALE-01037,Rose Wine,40.49,43,1,North,Physical Store,Autumn,0,1
SALE-01038,Sparkling Wine,103.25,66,4,North,Physical Store,Summer,0,0
SALE-01039,Sparkling Wine,54.2,36,9,East,Online,Summer,0,1
SALE-01040,White Wine,51.34,71,13,East,Online,Spring,1,0
SALE-01041,Sparkling Wine,56.84,44,14,North,Physical Store,Autumn,0,0
SALE-01042,Sparkling Wine,86.0,27,10,West,Physical Store,Winter,1,1
SALE-01043,Rose Wine,28.85,60,12,West,Online,Autumn,1,1
SALE-01044,Red Wine,56.05,54,11,East,Physical Store,Spring,1,1
SALE-01045,Red Wine,54.1,42,2,North,Online,Winter,1,1
SALE-01046,White Wine,55.88,21,6,South,Online,Autumn,1,1
SALE-01047,Red Wine,86.29,35,3,South,Physical Store,Summer,0,0
SALE-01048,Rose Wine,65.09,57,6,West,Online,Autumn,0,0
SALE-01049,White Wine,114.37,76,14,South,Online,Autumn,0,1
SALE-01050,Red Wine,105.78,29,9,West,Physical Store,Winter,0,1
SALE-01051,Rose Wine,136.69,76,4,West,Online,Autumn,0,0
SALE-01052,Rose Wine,20.94,71,8,South,Online,Summer,1,1
SALE-01053,Red Wine,47.51,37,8,East,Online,Winter,1,1
SALE-01054,White Wine,77.59,23,7,North,Online,Spring,1,1
SALE-01055,Red Wine,38.69,46,15,North,Online,Winter,0,1
SALE-01056,Red Wine,38.51,37,15,West,Online,Winter,0,1
SALE-01057,White Wine,58.44,66,6,South,Online,Summer,1,1
SALE-01058,Red Wine,47.71,28,3,South,Online,Winter,1,1
SALE-01059,Rose Wine,79.09,78,13,West,Online,Summer,1,1
SALE-01060,Rose Wine,59.24,52,14,South,Physical Store,Summer,0,0
SALE-01061,Rose Wine,96.97,69,15,South,Physical Store,Autumn,1,1
SALE-01062,White Wine,54.16,52,5,East,Online,Autumn,1,0
SALE-01063,Sparkling Wine,57.83,75,4,West,Online,Spring,1,1
SALE-01064,White Wine,67.84,71,10,West,Online,Autumn,0,1
SALE-01065,Red Wine,52.5,22,15,South,Online,Summer,1,0
SALE-01066,White Wine,83.58,27,2,West,Physical Store,Autumn,0,0
SALE-01067,Rose Wine,86.99,53,3,North,Online,Autumn,1,1
SALE-01068,Rose Wine,146.17,46,3,East,Physical Store,Autumn,1,1
SALE-01069,Rose Wine,20.29,39,10,South,Physical Store,Autumn,0,1
SALE-01070,White Wine,42.9,29,15,West,Online,Winter,1,1
SALE-01071,White Wine,20.82,24,3,West,Physical Store,Summer,0,0
SALE-01072,Red Wine,81.52,67,8,South,Online,Summer,1,1
SALE-01073,Sparkling Wine,73.86,68,4,East,Physical Store,Summer,1,1
SALE-01074,Rose Wine,117.07,63,12,East,Physical Store,Winter,1,1
SALE-01075,White Wine,80.27,75,1,East,Physical Store,Summer,1,1
SALE-01076,Rose Wine,77.45,35,8,South,Physical Store,Spring,1,1
SALE-01077,White Wine,62.0,63,1,North,Online,Spring,1,0
SALE-01078,Red Wine,25.68,25,5,North,Online,Autumn,0,1
SALE-01079,Rose Wine,20.59,48,12,West,Online,Autumn,0,1
SALE-01080,White Wine,59.7,59,14,North,Physical Store,Summer,1,1
SALE-01081,Red Wine,147.68,53,6,North,Online,Winter,0,1
SALE-01082,Sparkling Wine,51.92,22,5,West,Online,Summer,0,1
SALE-01083,Rose Wine,55.09,28,3,North,Online,Winter,0,0
SALE-01084,White Wine,109.64,61,13,West,Physical Store,Autumn,0,0
SALE-01085,Rose Wine,109.64,73,0,North,Online,Autumn,0,1
SALE-01086,White Wine,18.43,61,3,North,Physical Store,Autumn,0,0
SALE-01087,White Wine,103.65,50,13,East,Online,Autumn,0,0
SALE-01088,Rose Wine,67.81,55,0,East,Physical Store,Winter,0,1
SALE-01089,White Wine,78.55,28,3,East,Online,Autumn,0,0
SALE-01090,White Wine,136.58,75,7,East,Physical Store,Winter,1,0
SALE-01091,Red Wine,99.78,47,2,East,Online,Summer,0,0
SALE-01092,Sparkling Wine,25.65,73,11,North,Online,Summer,0,0
SALE-01093,White Wine,43.49,74,14,North,Online,Winter,1,1
SALE-01094,Rose Wine,59.35,64,1,East,Online,Autumn,1,0
SALE-01095,Rose Wine,28.27,58,15,South,Physical Store,Spring,0,1
SALE-01096,White Wine,43.87,66,14,North,Online,Spring,1,1
SALE-01097,Rose Wine,81.3,80,6,East,Physical Store,Summer,0,1
SALE-01098,Rose Wine,19.41,49,8,East,Online,Autumn,1,1
SALE-01099,Rose Wine,101.55,54,11,East,Physical Store,Summer,0,0
SALE-01100,Sparkling Wine,134.92,71,6,East,Online,Summer,1,1
SALE-01101,Rose Wine,120.41,30,6,West,Online,Spring,1,1
SALE-01102,White Wine,138.33,46,13,South,Physical Store,Autumn,1,1
SALE-01103,Sparkling Wine,31.52,51,4,North,Physical Store,Summer,0,1
SALE-01104,White Wine,117.92,46,7,North,Physical Store,Spring,0,0
SALE-01105,Sparkling Wine,147.08,27,12,South,Physical Store,Winter,1,1
SALE-01106,Rose Wine,145.71,65,3,East,Physical Store,Autumn,1,1
SALE-01107,Red Wine,42.38,26,3,South,Physical Store,Summer,1,1
SALE-01108,Red Wine,131.43,66,13,West,Physical Store,Winter,0,1
SALE-01109,Red Wine,76.85,34,14,South,Physical Store,Autumn,0,1
SALE-01110,White Wine,22.42,76,5,East,Physical Store,Spring,1,0
SALE-01111,Rose Wine,57.29,47,5,West,Online,Summer,1,1
SALE-01112,White Wine,17.04,24,3,East,Online,Spring,0,1
SALE-01113,White Wine,110.89,55,14,North,Online,Summer,1,1
SALE-01114,White Wine,102.83,58,13,East,Physical Store,Summer,1,1
SALE-01115,Rose Wine,122.08,50,4,West,Physical Store,Winter,1,0
SALE-01116,Sparkling Wine,102.64,69,11,East,Online,Autumn,1,1
SALE-01117,Red Wine,93.11,61,13,East,Physical Store,Winter,1,1
SALE-01118,Rose Wine,33.76,51,10,East,Physical Store,Spring,1,0
SALE-01119,Rose Wine,29.62,42,6,South,Physical Store,Spring,0,1
SALE-01120,White Wine,84.36,75,9,West,Online,Spring,0,1
SALE-01121,Sparkling Wine,23.1,46,3,North,Physical Store,Spring,1,1
SALE-01122,Sparkling Wine,61.86,50,13,South,Online,Spring,1,1
SALE-01123,Red Wine,91.58,47,9,East,Online,Autumn,0,1
SALE-01124,Sparkling Wine,107.37,67,13,South,Physical Store,Spring,1,1
SALE-01125,White Wine,69.63,56,14,South,Physical Store,Summer,1,0
SALE-01126,Sparkling Wine,111.49,55,3,East,Online,Autumn,1,1
SALE-01127,White Wine,131.37,70,9,North,Physical Store,Spring,0,0
SALE-01128,White Wine,117.07,62,5,North,Online,Winter,1,1
SALE-01129,Rose Wine,104.95,23,14,South,Online,Spring,0,0
SALE-01130,Red Wine,61.87,78,6,East,Physical Store,Winter,0,1
SALE-01131,Rose Wine,84.8,49,4,East,Physical Store,Summer,0,0
SALE-01132,Red Wine,88.99,57,13,North,Physical Store,Autumn,1,0
SALE-01133,Sparkling Wine,72.08,21,4,South,Physical Store,Autumn,1,1
SALE-01134,Rose Wine,102.46,23,11,West,Online,Spring,0,0
SALE-01135,Red Wine,29.08,48,14,East,Online,Autumn,0,1
SALE-01136,Red Wine,81.06,53,15,South,Physical Store,Winter,0,0
SALE-01137,Sparkling Wine,16.49,55,3,East,Physical Store,Spring,1,1
SALE-01138,Red Wine,145.91,74,15,South,Physical Store,Summer,0,1
SALE-01139,Sparkling Wine,111.37,43,13,West,Online,Spring,0,0
SALE-01140,Rose Wine,88.79,38,2,East,Physical Store,Autumn,0,0
SALE-01141,Red Wine,108.76,80,14,North,Online,Summer,0,1
SALE-01142,Rose Wine,58.8,25,1,West,Physical Store,Spring,1,1
